2015-03-31,2015-05-11,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,26039.0,,74637.0,60203949.0,,,,18005618.0,16176437.0,,,0.0,,,4366.0,,-2581.0,455233.0,,0.0,,,,,-2.26,,,42198331.0,2448.0,-3807359.0,,-5249379.0,-5249379.0,96.0,860.0,40.0,3041160.0,-21054.0,-21054.0,,,227182.0,-945.0,,,,2574.0,,,,,,,,,,,,,,-74511.0,,,,,,455233.0,,17188063.0,60203949.0,43015026.0,2000000.0,,96.0,-323.0,,,,4109052.0,,12067385.0,-3881870.0,,77085.0,-74511.0,,,,,,16998818.0,,28998156.0,4643307.0,,,,28998156.0,,8752359.0,45799938.0,,45799938.0,74637.0,,-5249283.0,-5249283.0,,,,,3041160.0,,,,,,43015886.0,227182.0,,,8752359.0,,4643307.0,,,1442247.0,1442247.0,1441924.0,-323.0,,,,
2015-06-30,2015-08-10,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,24656.0,,78907.0,40198679.0,,,,4198083.0,,,,,,,4702.0,,,0.0,170563.0,0.0,,,,,0.64,,,36000596.0,2354.0,1214196.0,,1839127.0,1839127.0,206.0,886.0,40.0,701380.0,,,,,-3145185.0,,,,,1859.0,,,,,,,,,,,,,,-79402.0,,,,,,,,327978.0,40198679.0,39869815.0,1800000.0,,206.0,659.0,,,,,,,1134794.0,,81261.0,-79402.0,,,,,,,,,,,,,,,,,,,78907.0,,1839333.0,1839333.0,,,,,701380.0,,,,,,39870701.0,-3145185.0,,,4433017.0,,8712996.0,-170563.0,,-625796.0,-625796.0,-625137.0,659.0,,,,
2015-09-30,2015-11-06,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,75768.0,53012237.0,,,17010807.0,17010807.0,,,,,,,4884.0,,,0.0,328130.0,0.0,,,,,-0.19,,,36001430.0,1998.0,-282343.0,,-126489.0,-126489.0,,878.0,40.0,1728303.0,,,,,12839290.0,,1983.0,284.0,,1983.0,,,,,,,,,,,,,,-76067.0,,,,,,,,302246.0,53012237.0,52709113.0,2400000.0,25616.0,,1713.0,,,,,,,-358410.0,,78050.0,-76067.0,,,,,,,,,,,,,,,,,,,75768.0,,-126489.0,-126489.0,,,,,1728303.0,,,,,,52709991.0,12839290.0,,,13197700.0,,,-328130.0,,-157567.0,-157567.0,-155854.0,1713.0,,,,
2015-12-31,2016-02-29,10-K,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,43056495.0,,1843588.0,6561288.0,6561288.0,4732107.0,,,0.0,4732107.0,,3883.0,,-12584.0,,,0.0,,,,29062.0,-2.89,36100848.0,,36495207.0,9388.0,-4235026.0,,,-4150031.0,,857.0,40.0,1843588.0,,-18031.0,,,-14144214.0,-1428.0,12584.0,1012.0,,18399.0,1012.0,,0.0,0.0078,-2.19,315147.0,-2.35,-0.16,-0.0075,,,,-0.0989,,36491937.0,36495207.0,,,,-394359.0,,4490718.0,43056495.0,38564920.0,1800000.0,,-415.0,2525.0,,21.42,,3947066.0,,785041.0,-4630972.0,,325547.0,-395946.0,,,,,,0.0,,165980133.0,30926933.0,,,,,,34873999.0,,,171498561.0,315147.0,,-4150446.0,,0.0,,6561288.0,41056898.0,,0.0428,,,,,38565777.0,-4222927.0,,,34873999.0,,35228697.0,,,,592655.0,595180.0,,,,,
2016-03-31,2016-05-10,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,49193462.0,,,3085741.0,3085741.0,-3475547.0,,,0.0,-3475547.0,,4584.0,,-25332.0,,,0.0,,,,30661.0,0.92,,,45986739.0,3588.0,2079287.0,,,522592.0,,894.0,40.0,1999414.0,,1599.0,,,,701.0,25332.0,255.0,,25332.0,255.0,,,,,,,,,,,,,,,,,,,1156653.0,,35245.0,49193462.0,49157323.0,2200000.0,,-320.0,6003.0,,22.34,,4272119.0,,-7747666.0,2018557.0,,86062.0,-60730.0,,,,,,,,45960108.0,8583790.0,,,,,,12855909.0,,,36499591.0,82219.0,,522272.0,,,120982.0,3085741.0,,,,,,,,49158217.0,10592440.0,,,12855909.0,,4282026.0,,,,1551012.0,1557015.0,,,,,
2016-06-30,2016-08-09,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,44084797.0,,,1092783.0,1092783.0,,,,0.0,,,4344.0,,,,,0.0,,,,27427.0,-0.41,,,42992014.0,2611.0,-757498.0,,,1405962.0,,877.0,40.0,,,,,,,,28726.0,129.0,,28726.0,,,,,,,,,,,,,,,,,,,,-1002528.0,,218287.0,44084797.0,43865633.0,2000000.0,,1987.0,-6266.0,,21.93,,,,,-813181.0,,84409.0,-55683.0,,,,,,,,,,,,,,,,,,,81669.0,,1407949.0,,,,1092783.0,,,,,,,,43866510.0,-5291707.0,,,4487219.0,,8965745.0,,,,-2159181.0,-2165447.0,,,,,
2016-09-30,2016-11-08,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,39780074.0,,,,,,,,,,,4242.0,,,,,0.0,1004.0,,466.0,23911.0,0.15,,,37994499.0,2392.0,324184.0,,,-732447.0,,883.0,40.0,,,,,,,,28012.0,219.0,,27008.0,,,529.0,0.0078,0.18,75357.0,0.15,-0.03,-0.0049,,,,0.0068,,39738196.0,39743851.0,0.9998,,,51455.0,1749352.0,28153.0,39780074.0,39751038.0,1800000.0,,,2648.0,,22.08,,,,,274757.0,,77968.0,-49427.0,,,,,,,,,,,,,,,,,,,75357.0,,-732447.0,,,35757.0,,,,,,,,,39751921.0,-4114589.0,,,,,4389346.0,,,,1053983.0,1056631.0,,,,,
2016-12-31,2017-03-01,10-K,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,32776491.0,,,168928.0,,,,,0.0,-6392360.0,,4510.0,,-117783.0,,,0.0,2018.0,,452.0,22842.0,-0.95,32585235.0,,30970236.0,10890.0,-1259739.0,,,-1763453.0,,819.0,40.0,,,-6220.0,,452.0,,627.0,119801.0,761.0,,117783.0,761.0,761.0,1156.0,0.0078,-0.84,310360.0,-0.95,-0.11,-0.0049,-1259739.0,,,-0.0444,,32473872.0,32472811.0,0.9916,,,112424.0,1502575.0,27352.0,32776491.0,32748320.0,1600000.0,,1262.0,-4331.0,,20.47,-8657609.0,-8657609.0,2265249.0,2265249.0,-1460793.0,,322011.0,-201054.0,,,,,,,1502575.0,153852506.0,26000737.0,,,41241120.0,,,17343128.0,,39738545.0,159492191.0,310360.0,,-1762191.0,-1762191.0,,134300.0,,,,,,,,,32749139.0,-5816638.0,,,17343128.0,,21698973.0,,,,506783.0,502452.0,,,,,
2017-03-31,2017-05-09,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,37546791.0,,,0.0,,,,,,-168928.0,,4999.0,,-40195.0,,,0.0,2975.0,,1087.0,23408.0,0.37,38049587.0,,34979122.0,2173.0,647454.0,,,232612.0,,834.0,40.0,,,566.0,,635.0,,489.0,43170.0,65.0,,40195.0,65.0,,1115.0,0.0076,0.38,65186.0,0.37,-0.01,-0.0027,,,,0.0181,,37523382.0,37521048.0,1.0001,,,528539.0,2541926.0,28407.0,37546791.0,37517550.0,1800000.0,,,-1273.0,,20.84,,4144930.0,,-4313858.0,624315.0,,67424.0,-23139.0,,,,,,,,20969964.0,,,,6979998.0,,,4144930.0,,5940647.0,17000000.0,65186.0,,232612.0,,,24656.0,,,,,,,,,37518384.0,4769245.0,,,4144930.0,,,,,,416115.0,414842.0,,,,,
2017-06-30,2017-08-08,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,43637347.0,,,167454.0,,,,,,,,5003.0,,,,,0.0,4714.0,,1330.0,25652.0,0.95,44111418.0,,40963943.0,1978.0,1795672.0,,,1675950.0,,872.0,40.0,,,,,,,,75066.0,113.0,-113.0,70352.0,,,1707.0,0.0075,0.95,74906.0,0.95,0.0,0.0,,,,0.0456,,43465491.0,43468563.0,0.9974,,,642855.0,2504620.0,55020.0,43637347.0,43581455.0,2000000.0,,,5406.0,,21.79,,,,,1795448.0,,76997.0,-224.0,,,,,,,,,,,,,,,,,,,74906.0,,1675950.0,,,,,,,,,,,,43582327.0,6063943.0,,,4268495.0,,,,,,114316.0,119722.0,,,,,
2017-09-30,2017-11-09,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,49086251.0,,,0.0,,,,,,,,4996.0,,,,,0.0,6107.0,,2400.0,29178.0,,48546977.0,,46854118.0,2559.0,884527.0,,,2038833.0,,892.0,40.0,,,,,,,,113009.0,7.0,,106902.0,,,1195.0,0.0076,0.5,82543.0,0.51,0.01,0.0026,,,,0.0234,,49055342.0,49057354.0,1.0001,,,-510377.0,2203236.0,34174.0,49086251.0,49051185.0,2200000.0,,-14.0,-1060.0,,22.3,,,,,913622.0,,85109.0,29095.0,,,,,,,,,,,,,,,,,,,,,2038819.0,,,26497.0,,,,,,,,,49052077.0,5469750.0,,,8986559.0,,4430431.0,,,,-1153232.0,-1154292.0,,,,,
2017-12-31,2018-02-28,10-K,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,40401325.0,,,169313.0,,,,385.0,0.0,385.0,,5002.0,,-331775.0,,,43111.0,20062.0,2245.0,2245.0,25145.0,,40612680.0,,37933681.0,9067.0,3575441.0,,,3107645.0,,897.0,40.0,,,2303.0,,1793.0,,492.0,351837.0,262.0,,331775.0,262.0,262.0,5176.0,0.0076,1.96,304622.0,1.98,0.02,0.0011,3575441.0,-0.02,,0.0969,,40033382.0,40028791.0,0.9915,,583889.0,583889.0,2095110.0,30147.0,40401325.0,40370281.0,1800000.0,,-139.0,-3530.0,,22.43,4003536.0,4003536.0,-4003151.0,-4003151.0,3618503.0,,313951.0,43062.0,,,,43111.0,,,,125624796.0,17771323.0,,43111.0,48408571.0,,,21817970.0,,47816036.0,118989457.0,,,3107506.0,3107506.0,,200976.0,,,,,,,,,40371178.0,7622039.0,,,21817970.0,,17771323.0,,,,467935.0,467935.0,,,,,
2018-03-31,2018-05-08,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,41165699.0,,,0.0,,,,,0.0,-169313.0,,5610.0,,-135303.0,,,0.0,7628.0,,2804.0,26334.0,,41051369.0,,38790856.0,2573.0,654724.0,,,1353674.0,,913.0,40.0,,,1189.0,,559.0,,608.0,142931.0,71.0,,135303.0,71.0,71.0,1153.0,0.0076,0.36,76088.0,0.4,0.04,0.0064,654724.0,,,0.0178,,41171037.0,41162895.0,1.0017,,,-111526.0,2372039.0,74445.0,41165699.0,41090341.0,1800000.0,,16.0,-3551.0,,22.83,,,-169313.0,-169313.0,720076.0,,78732.0,65352.0,,,,,,42501.0,,36725110.0,,,,11463410.0,,,,,11186481.0,35999703.0,,,1353690.0,1353690.0,,,,,,,,,,,41091254.0,720076.0,,,,,,,,,-695415.0,-698966.0,,,,,
2018-06-30,2018-08-08,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,34662144.0,,,0.0,,,,,0.0,,,4662.0,,,,,0.0,10066.0,,4419.0,19565.0,,34263756.0,,23901699.0,1967.0,-2354673.0,,,-2352922.0,,866.0,40.0,,,,,,,,172786.0,189.0,-189.0,162720.0,,,1074.0,0.0076,-1.23,74442.0,-1.18,0.05,0.0098,-2354673.0,,,-0.0517,,34382218.0,34384323.0,0.9927,,,-120567.0,10482624.0,24227.0,34662144.0,34637051.0,1600000.0,,-2957.0,10247.0,,21.65,,,,,-2257411.0,,76598.0,97262.0,,,,,,,,,,,,,,,,,,,,,-2355879.0,-2355879.0,,273402.0,,,,,,,,,34637917.0,-6453337.0,,,35124115.0,,39320041.0,,,,1206.0,1206.0,,,,,
2018-09-30,2018-11-07,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,30227580.0,,,0.0,,,,,0.0,,,4999.0,,,,,0.0,15409.0,,4713.0,19711.0,,30117935.0,,27856750.0,4111.0,-346330.0,,,-353769.0,,861.0,40.0,,,,,,,,166404.0,577.0,,150995.0,,,1457.0,0.0079,-0.2,61503.0,-0.13,0.07,0.0124,-346330.0,,,-0.006,,30228850.0,30222867.0,1.0029,,,-104932.0,2366117.0,92870.0,30227580.0,30133849.0,1400000.0,,-108.0,-8088.0,,21.52,,,,,-244660.0,,66191.0,101670.0,,,,,,68160.0,,,,,,,,,,,,,,,-353877.0,-353877.0,,,,,,,,,,,30134710.0,-4503207.0,,,47577235.0,,51835782.0,,,,7547.0,7547.0,,,,,
2018-12-31,2019-02-28,10-K,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,29754273.0,,,0.0,,,,-169313.0,0.0,-169313.0,,4998.0,,-600125.0,,,,44549.0,4533.0,,18421.0,,29982756.0,,27887293.0,10051.0,,,,-2265976.0,,839.0,40.0,,,-6724.0,,2288.0,,-4.0,645803.0,1610.0,,601254.0,,1610.0,4725.0,0.0077,-1.41,268106.0,-1.18,0.23,0.0104,-2545848.0,-0.27,,-0.0528,,29680281.0,29680970.0,1.0106,,301786.0,301786.0,1793677.0,384296.0,29754273.0,29369138.0,1400000.0,,-3049.0,5280.0,,20.98,-8465237.0,,8295924.0,,-2175087.0,,279767.0,370761.0,,,,371641.0,,,,123109622.0,91155823.0,,371641.0,81107667.0,,,82701350.0,,81409100.0,133758366.0,,,-2269025.0,-2269025.0,,68770.0,,,,,,,,,29369977.0,-11001201.0,,,82701350.0,,91155823.0,,,,-276823.0,-276823.0,,,,,
2019-03-31,2019-05-09,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,33185495.0,,,0.0,,,,,0.0,,,4999.0,,-184601.0,,,0.0,12114.0,4596.0,,21620.0,,32951251.0,,30909645.0,1823.0,,,,-118398.0,,828.0,40.0,,,3199.0,,63.0,,1.0,196886.0,248.0,,184772.0,,248.0,1189.0,0.0076,-0.35,61706.0,-0.27,0.08,0.0163,-649250.0,,,-0.0129,,33179572.0,33180899.0,1.0015,,,-229648.0,2271254.0,54807.0,33185495.0,33129860.0,1600000.0,,-56.0,638.0,,20.71,3914786.0,,-3914786.0,,-514952.0,,63777.0,134298.0,,,,,,,,27831661.0,4142665.0,,,26774527.0,,,8418328.0,,26296950.0,24994492.0,,,-118454.0,-118454.0,,,,,,,,,,,33130688.0,3760711.0,,,8418328.0,,4142665.0,,,,-530796.0,-530796.0,,,,,
2019-06-30,2019-08-08,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,41689543.0,,,0.0,,,,,0.0,,,4904.0,,,,,0.0,11054.0,3931.0,,20233.0,,41897541.0,,35512749.0,1546.0,,,,,,838.0,40.0,,,,,,,,199831.0,316.0,,188777.0,,,814.0,0.0076,0.14,61878.0,0.23,0.09,0.0166,236262.0,,,0.0111,,41646237.0,41656505.0,1.1053,,,241036.0,6143756.0,4002025.0,41689543.0,37686680.0,1800000.0,,,8941.0,,20.94,,,,,373167.0,,63740.0,136905.0,,,,,,,,,,,,,,,,,,,,,-243363.0,-243363.0,,29107.0,,,,,,3976888.0,,,37687518.0,4556830.0,,,4183663.0,,,,,,479625.0,479625.0,,,,,
2019-09-30,2019-11-08,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,36498217.0,,,0.0,,,,,0.0,,,4998.0,,,,,0.0,15189.0,2994.0,,22349.0,,36099180.0,,34931836.0,1970.0,,,,,,808.0,40.0,,,,,,,,207464.0,300.0,,192275.0,,,1450.0,0.0076,-0.8,71126.0,-0.73,0.07,0.0143,-1467658.0,,,-0.0349,,36484293.0,36495223.0,1.0034,,,-396043.0,1563387.0,125107.0,36498217.0,36372302.0,1800000.0,,298.0,662.0,,20.21,,,,,-1332140.0,,73396.0,135518.0,,,,,,,,,,,,,,,,,,,,,-831241.0,-831241.0,,,,,,,,,,,36373110.0,-1314408.0,,,4136842.0,,4119110.0,,,,-636417.0,-636417.0,,,,,
2019-12-31,2020-02-28,10-K,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,50995400.0,,,74484.0,,,,74484.0,0.0,,,4895.0,,-712219.0,,,,58078.0,12587.0,,22843.0,,51077214.0,,28910162.0,7401.0,,,,,,820.0,40.0,,,4422.0,,8054.0,,-103.0,771033.0,1041.0,,712955.0,,1041.0,5857.0,0.0076,-0.49,264787.0,-0.2,0.29,0.0143,-942393.0,-0.28,-0.28,-0.0093,,50756983.0,50761295.0,1.2379,,,315919.0,21851133.0,9989644.0,50995400.0,41004936.0,2000000.0,,242.0,3623.0,,20.5,11713529.0,,-11639045.0,,-438732.0,,273229.0,503661.0,,9961906.0,,508601.0,,,,103937811.0,16436766.0,,508601.0,,,,29019773.0,,,113592932.0,,,-960149.0,-960149.0,,146929.0,,,,,,9961906.0,,,41005756.0,11635779.0,,,29019878.0,,16436766.0,,,,17756.0,17756.0,,,,-960149.0,17756.0
2020-03-31,2020-05-08,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,35889812.0,,,0.0,,,,-74484.0,0.0,,,5008.0,,-102456.0,,,0.0,42778.0,9985.0,,20990.0,,34997555.0,,23999594.0,2094.0,,,,,,797.0,40.0,,,-1853.0,,-2602.0,,113.0,145396.0,186.0,,102618.0,,186.0,5925.0,0.0071,-0.62,72242.0,-0.58,0.04,0.008,-1251161.0,,,-0.0283,,35801191.0,35811220.0,0.9985,,,-813665.0,11811626.0,25998.0,35889812.0,35863017.0,1800000.0,,,5717.0,,19.92,-3967475.0,,3892991.0,,-1174362.0,,74522.0,76799.0,,,,,,,,13943165.0,8027125.0,,,,,,4059650.0,,,9000000.0,,,-127294.0,-127294.0,,68607.0,,,,,,,,,35863814.0,-5141942.0,,,4059545.0,,8027125.0,,,,-1123867.0,-1123867.0,,,,,
2020-06-30,2020-08-07,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,52645980.0,,,0.0,,,,,0.0,,,4810.0,,,,,0.0,11019.0,1646.0,,20583.0,,48107037.0,,17996535.0,1842.0,,,,,,810.0,40.0,,,,,,,,23938.0,149.0,,12919.0,,,11048.0,0.0065,0.34,68202.0,0.32,-0.02,-0.0039,572138.0,,,0.0161,,48521168.0,48520915.0,0.9221,,,-413878.0,30524380.0,25393.0,52645980.0,52619777.0,2600000.0,,,-10282.0,,20.24,,,,,536931.0,,70193.0,-35207.0,,,,,,,,,,,,,,,,,,,,,182633.0,182633.0,,75744.0,,,,,,,,,52620587.0,16756773.0,,,16219842.0,,,,,,389505.0,389505.0,,,,,
2020-09-30,2020-11-06,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,83671198.0,,,0.0,,,,,0.0,,,5000.0,,,,,0.0,2503.0,370.0,,46349.0,,83153808.0,,42994518.0,4123.0,,,,,,836.0,40.0,,,,,,,,12312.0,88.0,,9809.0,,,16513.0,0.0068,0.69,137609.0,0.66,-0.03,-0.0062,1620491.0,,,0.0326,,83669503.0,83670828.0,1.0533,,,-517020.0,40676310.0,4232411.0,83671198.0,79437951.0,3800000.0,,76.0,1578.0,,20.9,,,,,1507496.0,,141820.0,-112995.0,,111.0,,,,,,,,,,,,,,,,,,,1722055.0,1722055.0,,,,,,,,,,,79438787.0,26818200.0,,,33581180.0,,8270476.0,,4180951.0,,-101564.0,-101564.0,,,,,
2020-12-31,2021-02-26,10-K,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,93936526.0,,,273842.0,,,,199358.0,0.0,,,5001.0,,-134956.0,,,0.0,57836.0,859.0,,50077.0,,94577343.0,,39984877.0,12510.0,,,,,,871.0,40.0,,,27234.0,,-11728.0,,106.0,192986.0,516.0,,135150.0,,516.0,43195.0,0.007,1.34,425802.0,1.27,-0.07,-0.0036,4323865.0,,,0.0619,,93658656.0,93661825.0,1.0003,,,915518.0,53676948.0,304488.0,93936526.0,93631167.0,4300000.0,,98.0,-1143.0,,21.77,48505169.0,,-48305811.0,,4121218.0,,438828.0,-202647.0,,,,,,,,114902514.0,24697919.0,,,,,,73203088.0,,,93999804.0,,,3725409.0,3725409.0,,,,,,,,,,,93632038.0,52626282.0,,,73202983.0,,24697919.0,,,,598456.0,598456.0,,,,3725409.0,598456.0
2021-03-31,2021-05-07,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,81782298.0,,,0.0,,,,-273842.0,0.0,,,4999.0,,-9005.0,,,0.0,3843.0,1143.0,,54722.0,,80359581.0,,45996688.0,5467.0,,,,,,838.0,40.0,,,4645.0,,284.0,,-2.0,12848.0,161.0,,9005.0,,161.0,10783.0,0.0073,-0.78,176412.0,-0.82,-0.04,-0.0067,-3306964.0,,,-0.0377,,81694294.0,81704060.0,0.9998,,,-1344479.0,35707372.0,60858.0,81782298.0,81720602.0,3900000.0,,,6597.0,,20.95,-8444088.0,,8170246.0,,-3465373.0,,182040.0,-158409.0,,,,,,,,19996209.0,21426719.0,,,,,,12981494.0,,,14000000.0,,,-1053564.0,-1053564.0,,77095.0,,,,,,,,,81721440.0,-11910598.0,,,12981494.0,,21426719.0,,,,-2253400.0,-2253400.0,,,,,
2021-06-30,2021-08-06,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,80505435.0,,,0.0,,,,,0.0,,,4999.0,,,,,0.0,2449.0,761.0,,49591.0,,78356212.0,,43997235.0,4480.0,,,,,,843.0,40.0,,,,,,,,10365.0,141.0,,7916.0,,,597.0,0.0077,0.17,151345.0,0.13,-0.04,-0.0072,640913.0,,,0.0062,,80502277.0,80504674.0,1.0051,,,-2148462.0,36507439.0,407150.0,80505435.0,80097442.0,3800000.0,,,-7369.0,,21.08,,,,,495909.0,,155966.0,-145004.0,,,,,,,,,,,,,,,,,,,,,1452265.0,1452265.0,,,,,,,,,,,80098285.0,-1623155.0,,,8559639.0,,10678703.0,,,,-811352.0,-811352.0,,,,,
2021-09-30,2021-11-05,10-Q,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,61914927.0,,,0.0,,,,,0.0,,,1272.0,,,,,0.0,2030.0,641.0,,38750.0,,60673928.0,,30998492.0,350.0,,,,,,825.0,40.0,,,,,,,,8514.0,125.0,,6484.0,,,0.0,0.0075,-0.42,131649.0,-0.46,-0.04,-0.007,-1349116.0,,,-0.0218,,61836093.0,61837220.0,0.9994,,,-1163292.0,30838728.0,40022.0,61914927.0,61874080.0,3000000.0,,,-1270.0,,20.62,,,,,-1472726.0,,132124.0,-123610.0,,,,,,,,,,,,,,,,,,,,,-2333016.0,-2333016.0,,77066.0,,,,,,,,,61874905.0,-18223380.0,,,,,16750654.0,,,,983900.0,983900.0,,,,,
2021-12-31,2022-02-25,10-K,INVESCO DB US DOLLAR INDEX BEARISH FUND,UDN,CIK0001383149,USD,,,,48676897.0,,,,,,,-273842.0,0.0,,,4845.0,,-26447.0,,,0.0,10466.0,774.0,,34949.0,,48796320.0,,17000743.0,16867.0,,,,,,811.0,40.0,,,-15128.0,,-85.0,,-156.0,36913.0,547.0,,26447.0,,547.0,11379.0,0.0076,-1.35,570462.0,-1.5,-0.15,-0.0071,-5006931.0,,,-0.0689,,48507955.0,48508291.0,0.9974,,,288029.0,31507548.0,39794.0,48676897.0,48636292.0,2400000.0,,,-2833.0,,20.27,-39448420.0,,39174578.0,,-5546515.0,,587876.0,-539584.0,,,,,,,,48992252.0,63067146.0,,,,,,23618726.0,,,72000000.0,,,,-4376609.0,,167832.0,,,,,,,,,48637103.0,-44994935.0,,,23618726.0,,63067146.0,,,,-630322.0,,,,,-4376609.0,-630322.0
